domain,career_link
freshworks.com,https://www.freshworks.com/resources/
freshworks.com,https://www.freshworks.com/it/
freshworks.com,https://www.freshworks.com/customers/stories/taylormade/
freshworks.com,https://www.freshworks.com/support/
freshworks.com,https://freshworks.com/careers
freshworks.com,https://www.freshworks.com/security/
freshworks.com,https://www.freshworks.com/th/
freshworks.com,https://community.freshworks.com/
freshworks.com,https://www.freshworks.com/tr/
freshworks.com,https://www.freshworks.com/contact/
freshworks.com,https://www.freshworks.com/pl/
freshworks.com,https://www.freshworks.com/fr/
freshworks.com,https://www.freshworks.com/accessibility/
freshworks.com,https://www.freshworks.com/se/
freshworks.com,https://www.freshworks.com/company/careers/
freshworks.com,https://www.freshworks.com/academy/
freshworks.com,https://www.freshworks.com/crm/sales/
freshworks.com,https://www.freshworks.com/legal/
freshworks.com,https://www.freshworks.com/crm/marketing/
freshworks.com,https://www.freshworks.com/demo/
freshworks.com,https://www.freshworks.com/nl/
freshworks.com,https://www.freshworks.com/br/
freshworks.com,https://www.freshworks.com/sitemap/
freshworks.com,https://www.freshworks.com/
freshworks.com,https://www.freshworks.com/customers/
freshworks.com,https://www.freshworks.com/report/ai-workplace/
freshworks.com,https://www.freshworks.com/freshdesk/pricing/
freshworks.com,https://www.freshworks.com/theworks/
freshworks.com,https://www.freshworks.com/privacy/
freshworks.com,https://www.freshworks.com/freshdesk/
freshworks.com,https://freshworks.com/careers/open-positions
freshworks.com,https://www.freshworks.com/events/
freshworks.com,https://www.freshworks.com/list-of-cookies/
freshworks.com,https://www.freshworks.com/hk/
freshworks.com,https://www.freshworks.com/freshservice/
freshworks.com,https://www.freshworks.com/freshservice/resources/cio-guide-to-modern-itsm-report/
freshworks.com,https://www.freshworks.com/products/
freshworks.com,https://www.freshworks.com/ko/
freshworks.com,https://www.freshworks.com/freshdesk/resources/forrester-customer-service-rewired/
freshworks.com,https://www.freshworks.com/company/philanthropy/software-academy/
freshworks.com,https://www.freshworks.com/platform/
freshworks.com,https://www.freshworks.com/site-terms/
freshworks.com,https://www.freshworks.com/privacy/gdpr/unsubscribe/
freshworks.com,https://www.freshworks.com/latam/
freshworks.com,https://www.freshworks.com/services/
freshworks.com,https://www.freshworks.com/company/leadership/
freshworks.com,https://www.freshworks.com/crm/suite/
freshworks.com,https://www.freshworks.com/newsroom/press-releases/
freshworks.com,https://www.freshworks.com/platform/ai-capability/
hubspot.com,https://hubspot.com/careers/jobs
hubspot.com,https://hubspot.com/careers
hubspot.com,https://hubspot.com/careers/open-positions
hubspot.com,https://hubspot.com/jobs
hubspot.com,https://hubspot.com/about/careers
hubspot.com,https://www.hubspot.com/careers
intercom.com,https://intercom.com/jobs
intercom.com,https://intercom.com/careers
intercom.com,https://intercom.com/about/careers
intercom.com,https://intercom.com/careers/open-positions
intercom.com,https://intercom.com/careers/jobs
mailchimp.com,https://mailchimp.com/careers/open-positions
mailchimp.com,https://mailchimp.com/careers/jobs
mailchimp.com,https://mailchimp.com/jobs
mailchimp.com,https://mailchimp.com/about/careers
mailchimp.com,https://mailchimp.com/jobs/
mailchimp.com,https://mailchimp.com/careers
webflow.com,https://webflow.com/careers/jobs
webflow.com,https://webflow.com/about/careers
webflow.com,https://webflow.com/jobs
webflow.com,https://webflow.com/careers/open-positions
webflow.com,https://webflow.com/careers
digitalocean.com,https://digitalocean.com/about/careers
digitalocean.com,https://digitalocean.com/jobs
digitalocean.com,https://digitalocean.com/careers/jobs
digitalocean.com,https://digitalocean.com/careers/open-positions
digitalocean.com,https://digitalocean.com/products/networking/partner-network-connect
digitalocean.com,https://digitalocean.com/careers
digitalocean.com,https://docs.digitalocean.com/products/networking/dns
scale.com,https://scale.com/careers/new-grad/strategic-projects
scale.com,https://scale.com/careers/open-positions
scale.com,https://scale.com/careers
scale.com,https://scale.com/jobs
scale.com,https://scale.com/careers/jobs
scale.com,https://scale.com/about/careers
anthropic.com,https://www.anthropic.com/careers
anthropic.com,https://anthropic.com/about/careers
anthropic.com,https://anthropic.com/careers/jobs
anthropic.com,https://anthropic.com/careers/open-positions
anthropic.com,https://anthropic.com/jobs
anthropic.com,https://www.anthropic.com/jobs
anthropic.com,https://anthropic.com/careers
benchling.com,https://benchling.com/careers
benchling.com,https://benchling.com/jobs
benchling.com,https://benchling.com/careers/jobs
benchling.com,https://benchling.com/about/careers
benchling.com,https://benchling.com/careers/open-positions
brex.com,https://brex.com/careers/open-positions
brex.com,https://brex.com/careers/jobs
brex.com,https://brex.com/careers
brex.com,https://brex.com/resources/how-ai-can-increase-working-capital
brex.com,https://brex.com/jobs
brex.com,https://brex.com/about/careers
confluent.io,https://confluent.io/careers/open-positions
confluent.io,https://confluent.io/jobs
confluent.io,https://confluent.io/careers/jobs
confluent.io,https://confluent.io/about/careers
confluent.io,https://confluent.io/careers
confluent.io,https://careers.confluent.io
docker.com,https://docker.com/careers/jobs
docker.com,https://docker.com/careers
docker.com,https://docker.com/about/careers
docker.com,https://docker.com/jobs
docker.com,https://docker.com/careers/
docker.com,https://docker.com/careers/open-positions
duolingo.com,https://duolingo.com/careers
duolingo.com,https://duolingo.com/careers/jobs
duolingo.com,https://duolingo.com/about/careers
duolingo.com,https://duolingo.com/jobs
duolingo.com,https://duolingo.com/careers/open-positions
fastly.com,https://fastly.com/careers/open-positions
fastly.com,https://learn.fastly.com/network-services-IDC-Marketscape-Edge-Delivery-Service.html
fastly.com,https://fastly.com/resources/datasheets/network-services/cdn-capability-comparison?utm_cta=homepage_hero_secondary
fastly.com,https://fastly.com/resources/white-papers/security/fastly-network-effect-threat-report
fastly.com,https://fastly.com/jobs
fastly.com,https://fastly.com/careers
fastly.com,https://fastly.com/network-map
fastly.com,https://fastly.com/about/careers
fastly.com,https://fastly.com/careers/jobs
gitlab.com,https://gitlab.com/jobs
gitlab.com,https://gitlab.com/jobs/
gitlab.com,https://gitlab.com/careers
gitlab.com,https://gitlab.com/careers/open-positions
gitlab.com,https://gitlab.com/about/careers
gitlab.com,https://gitlab.com/careers/jobs
grafana.com,https://grafana.com/jobs
grafana.com,https://grafana.com/about/careers/?plcmt=mobile-nav&cta=career
grafana.com,https://grafana.com/careers/jobs
grafana.com,https://grafana.com/about/careers/
grafana.com,https://grafana.com/careers
grafana.com,https://grafana.com/media/home/workflows/workflow_1.png
grafana.com,https://grafana.com/about/careers/open-positions/
grafana.com,https://grafana.com/careers/open-positions
grafana.com,https://grafana.com/about/careers
grafana.com,https://grafana.com/workshops/
grafana.com,https://grafana.com/media/home/workflows/workflow_2.png
grafana.com,https://grafana.com/media/home/workflows/workflow_3.png
launchdarkly.com,https://launchdarkly.com/careers/open-positions
launchdarkly.com,https://launchdarkly.com/about/careers
launchdarkly.com,https://launchdarkly.com/careers/
launchdarkly.com,https://launchdarkly.com/how-it-works/
launchdarkly.com,https://launchdarkly.com/jobs
launchdarkly.com,https://launchdarkly.com/careers
launchdarkly.com,https://launchdarkly.com/careers/jobs
mixpanel.com,https://mixpanel.com/about/careers
mixpanel.com,https://mixpanel.com/careers/open-positions
mixpanel.com,https://mixpanel.com/careers/jobs
mixpanel.com,https://mixpanel.com/careers
mixpanel.com,https://mixpanel.com/jobs
netlify.com,https://netlify.com/careers/open-positions
netlify.com,https://netlify.com/jobs
netlify.com,https://netlify.com/careers/
netlify.com,https://netlify.com/integrations/frameworks/
netlify.com,https://netlify.com/about/careers
netlify.com,https://netlify.com/careers/jobs
netlify.com,http://docs.netlify.com/frameworks/tanstack-start/
netlify.com,https://netlify.com/careers
netlify.com,https://docs.netlify.com/frameworks/astro/
netlify.com,https://docs.netlify.com/frameworks/
palantir.com,https://palantir.com/careers
palantir.com,https://palantir.com/about/careers
palantir.com,https://palantir.com/careers/jobs
palantir.com,https://palantir.com/careers/open-positions
palantir.com,https://palantir.com/jobs
pagerduty.com,https://pagerduty.com/careers/open-positions
pagerduty.com,https://pagerduty.com/careers/jobs
pagerduty.com,https://careers.pagerduty.com/home
pagerduty.com,https://pagerduty.com/about/careers
pagerduty.com,https://pagerduty.com/careers
pagerduty.com,https://www.pagerduty.com/careers/
pagerduty.com,https://pagerduty.com/jobs
plaid.com,https://plaid.com/how-it-works-for-consumers/
plaid.com,https://plaid.com/jobs
plaid.com,https://plaid.com/careers/open-positions
plaid.com,https://plaid.com/careers/
plaid.com,https://plaid.com/careers/jobs
plaid.com,https://plaid.com/careers
plaid.com,https://plaid.com/about/careers
ramp.com,https://ramp.com/jobs
ramp.com,https://ramp.com/about/careers
ramp.com,https://ramp.com/careers/jobs
ramp.com,https://ramp.com/careers
ramp.com,https://ramp.com/careers/open-positions
remotion.dev,https://remotion.dev/careers/open-positions
remotion.dev,https://remotion.dev/jobs
remotion.dev,https://remotion.dev/careers/jobs
remotion.dev,https://remotion.dev/careers
remotion.dev,https://remotion.dev/about/careers
segment.com,https://segment.com/careers
segment.com,https://segment.com/jobs
segment.com,https://segment.com/careers/jobs
segment.com,https://segment.com/careers/open-positions
segment.com,https://segment.com/about/careers
supabase.com,https://supabase.com/jobs
supabase.com,https://supabase.com/about/careers
supabase.com,https://supabase.com/careers/open-positions
supabase.com,https://supabase.com/docs/guides/database/tables?queryGroups=database-method&database-method=sql&queryGroups=language&language=js#joining-tables-with-foreign-keys
supabase.com,https://supabase.com/careers/jobs
supabase.com,https://supabase.com/careers
tigrisdata.com,https://tigrisdata.com/careers
tigrisdata.com,https://tigrisdata.com/careers/jobs
tigrisdata.com,https://tigrisdata.com/jobs
tigrisdata.com,https://tigrisdata.com/about/careers
tigrisdata.com,https://tigrisdata.com/careers/open-positions
vanta.com,https://vanta.com/products/custom-frameworks
vanta.com,https://vanta.com/company/careers
vanta.com,https://vanta.com/products/additional-frameworks
vanta.com,https://vanta.com/careers
vanta.com,https://vanta.com/products/nist-ai-risk-management-framework
vanta.com,https://vanta.com/community/join
vanta.com,https://vanta.com/about/careers
vanta.com,https://vanta.com/careers/open-positions
vanta.com,https://vanta.com/jobs
vanta.com,https://vanta.com/products/workspaces
vanta.com,https://vanta.com/careers/jobs
wix.com,https://careers.wix.com
wix.com,https://wix.com/jobs
wix.com,https://wix.com/about/careers
wix.com,https://wix.com/careers/jobs
wix.com,https://wix.com/careers/open-positions
wix.com,https://wix.com/careers
zapier.com,https://zapier.com/about/careers
zapier.com,https://zapier.com/l/workato-vs-zapier/
zapier.com,https://zapier.com/careers/jobs
zapier.com,https://zapier.com/workflows
zapier.com,https://zapier.com/apps/teamwork-desk/integrations
zapier.com,https://zapier.com/careers
zapier.com,https://zapier.com/careers/open-positions
zapier.com,https://zapier.com/jobs
